ObservationId,ClassId
3008825386,88
3008825387,739
3008825388,1438
3008825390,1491
3008825391,1014
3008825392,745
3008825393,538
3008825396,124
3008825397,387
3008825399,387
3008825400,1395
3008825401,1182
3008825402,1239
3008825403,213
3008826340,1395
3008826341,469
3008826342,1182
3008826344,1493
3008826345,394
3008826346,249
3008826347,1483
3008826348,1491
3008826349,88
3008826350,1184
3008826351,1296
3008826357,387
3008826358,170
3008826359,467
3008826360,391
3008826361,191
3008826362,538
3008826363,1039
3008826364,1289
3008826367,486
3008826368,1491
3008826369,1039
3008826371,1491
3008826372,471
3008826381,630
3008826382,1220
3008826385,1483
3008826388,974
3008826389,252
3008826390,857
3008826392,856
3008826393,1486
3008826394,1136
3008826395,1172
3008826396,1059
3008826397,874
3008826398,471
3008826399,99
3008826400,1401
3008826401,96
3008826402,124
3008826404,1486
3008827343,743
3008827344,170
3008827347,1184
3008827348,469
3008827350,387
3008827352,186
3008827353,1491
3008827359,1182
3008827360,1274
3008827361,1294
3008827362,1540
3008827364,553
3008827365,1118
3008827366,473
3008827370,1088
3008827371,196
3008827372,1121
3008827373,707
3008827374,394
3008827376,1595
3008827379,854
3008827382,1401
3008827383,741
3008827384,384
3008827385,1434
3008827386,1543
3008827389,190
3008827390,1486
3008827391,420
3008827392,1128
3008827394,1058
3008827395,1033
3008827397,836
3008827398,1177
3008827399,1438
3008827400,1093
3008827401,1014
3008827402,214
3008827403,628
3008827404,1182
3008827405,931
3008827406,794
3008827407,1214
3008828341,1420
3008828342,1584
3008828343,469
3008828345,1437
3008828347,223
3008828348,99
3008828349,1182
3008828350,1213
3008828351,170
3008828359,487
3008828360,375
3008828361,1022
3008828362,687
3008828363,1059
3008828364,889
3008828365,496
3008828366,387
3008828367,231
3008828368,124
3008828369,391
3008828371,75
3008828372,1182
3008828374,856
3008828375,1182
3008828376,1491
3008828379,88
3008828380,374
3008828381,474
3008828382,355
3008828383,836
3008828384,937
3008828385,987
3008828386,387
3008828387,694
3008828390,144
3008828391,1175
3008828392,917
3008828393,1182
3008828394,473
3008828395,399
3008828397,580
3008828398,1483
3008828399,1447
3008828400,124
3008829342,1184
3008829343,1183
3008829344,93
3008829348,471
3008829349,136
3008829350,1491
3008829351,89
3008829352,99
3008829353,986
3008829354,88
3008829355,75
3008829360,1395
3008829361,1184
3008829363,1437
3008829364,702
3008829365,1310
3008829366,214
3008829368,343
3008829372,94
3008829373,147
3008829375,1437
3008829376,1410
3008829380,375
3008829381,249
3008829382,830
3008829383,1481
3008829384,1603
3008829385,703
3008829386,225
3008829388,201
3008829389,514
3008829391,469
3008829393,1437
3008829394,1437
3008829397,1182
3008829399,1491
3008829400,743
3008829402,710
3008829403,489
3008829404,1121
3008829405,914
3008829406,88
3008829407,487
3008830341,1483
3008830343,1595
3008830344,470
3008830345,1491
3008830346,1088
3008830347,386
3008830348,89
3008830349,487
3008830350,1491
3008830352,515
3008830356,185
3008830357,1184
3008830358,693
3008830359,1482
3008830360,469
3008830361,685
3008830363,1215
3008830364,492
3008830366,1135
3008830367,461
3008830368,1440
3008830370,1395
3008830372,1437
3008830373,1437
3008830374,1543
3008830375,515
3008830376,937
3008830377,1470
3008830379,389
3008830381,1182
3008830383,1289
3008830384,182
3008830388,1595
3008830390,1213
3008830391,1175
3008830393,1186
3008830394,1483
3008830395,1107
3008830396,262
3008830397,739
3008830398,1132
3008831339,88
3008831343,387
3008831344,75
3008831346,889
3008831347,1440
3008831348,88
3008831351,1135
3008831353,957
3008831354,672
3008831355,1484
3008831356,1177
3008831357,1175
3008831358,89
3008831359,88
3008831360,747
3008831363,1491
3008831366,1603
3008831367,1058
3008831368,877
3008831369,898
3008831372,1128
3008831374,170
3008831376,1014
3008831378,94
3008831379,937
3008831380,88
3008831382,180
3008831383,465
3008831384,934
3008831385,471
3008831386,1088
3008831387,1493
3008831390,1401
3008831392,94
3008831395,608
3008831396,687
3008831397,710
3008831398,685
3008831399,1491
3008831400,74
3008831401,99
3008832351,124
3008832352,1575
3008832354,471
3008832355,124
3008832356,515
3008832357,496
3008832358,1014
3008832359,580
3008832360,1603
3008832361,1602
3008832367,1301
3008832369,171
3008832370,159
3008832371,975
3008832373,100
3008832374,1177
3008832379,1594
3008832380,1584
3008832382,1113
3008832383,1014
3008832389,1467
3008832390,1020
3008832391,704
3008832392,200
3008832394,468
3008832395,1493
3008832397,469
3008832398,1214
3008832401,88
3008832402,693
3008832404,1437
3008832405,468
3008832407,934
3008833336,1473
3008833338,1239
3008833339,489
3008833340,1301
3008833341,99
3008833343,1481
3008833344,1595
3008833346,1213
3008833349,1059
3008833350,1001
3008833351,75
3008833352,471
3008833353,1442
3008833354,1237
3008833355,836
3008833356,75
3008833357,908
3008833358,144
3008833361,99
3008833364,354
3008833365,663
3008833366,99
3008833367,1000
3008833368,1175
3008833369,489
3008833370,1265
3008833375,124
3008833376,75
3008833377,1401
3008833378,1486
3008833379,1289
3008833381,1491
3008833382,1405
3008833383,1182
3008833384,389
3008833385,1594
3008833387,180
3008833389,1491
3008833390,1491
3008833391,1175
3008833393,1491
3008833394,147
3008833395,1543
3008833396,812
3008833397,1598
3008833398,489
3008833399,1184
3008834344,740
3008834345,553
3008834348,96
3008834350,1437
3008834351,1401
3008834352,492
3008834353,267
3008834354,1437
3008834355,1438
3008834356,263
3008834361,1547
3008834362,929
3008834364,836
3008834365,836
3008834366,1437
3008834367,1040
3008834368,1177
3008834371,492
3008834372,1214
3008834375,1088
3008834376,973
3008834377,1439
3008834378,591
3008834379,580
3008834382,1491
3008834383,492
3008834387,100
3008834388,1158
3008834389,75
3008834390,1034
3008834391,468
3008834393,1595
3008834394,1119
3008834395,1421
3008834398,1128
3008834399,1160
3008834400,214
3008834401,489
3008834402,471
3008834403,515
3008834404,474
3008834405,170
3008835345,1595
3008835346,1482
3008835350,487
3008835351,1000
3008835352,383
3008835353,100
3008835354,469
3008835355,1118
3008835356,877
3008835357,469
3008835358,1214
3008835359,1482
3008835361,472
3008835369,99
3008835370,754
3008835374,1486
3008835375,1586
3008835377,877
3008835378,1491
3008835379,1590
3008835380,1014
3008835381,469
3008835383,355
3008835389,962
3008835390,389
3008835391,885
3008835392,811
3008835393,1005
3008835394,1491
3008835398,1059
3008835399,1177
3008835401,1175
3008835404,124
3008835405,487
3008835407,88
3008835408,119
3008835409,88
3008835410,1182
3008835411,1128
3008835412,136
3008836344,1175
3008836345,1204
3008836346,88
3008836347,387
3008836348,249
3008836349,1603
3008836350,1059
3008836351,1483
3008836352,99
3008836353,1020
3008836354,88
3008836355,608
3008836356,1486
3008836357,489
3008836358,557
3008836361,130
3008836362,538
3008836364,183
3008836366,88
3008836368,1543
3008836369,345
3008836374,487
3008836375,1182
3008836377,1491
3008836378,688
3008836379,975
3008836381,515
3008836385,404
3008836390,1182
3008836391,1483
3008836392,1001
3008836393,468
3008836394,1440
3008836396,830
3008836397,99
3008836398,1428
3008836402,1182
3008836406,1404
3008836407,170
3008836408,1014
3008836410,933
3008836411,1437
3008836412,834
3008836413,54
3008837344,1491
3008837347,461
3008837348,170
3008837349,743
3008837350,387
3008837351,1491
3008837352,522
3008837354,1595
3008837356,780
3008837357,1120
3008837358,391
3008837361,467
3008837363,695
3008837364,93
3008837365,836
3008837366,74
3008837368,186
3008837369,856
3008837372,469
3008837373,420
3008837374,354
3008837375,713
3008837376,591
3008837377,1437
3008837380,1595
3008837384,1121
3008837385,1491
3008837386,1486
3008837387,184
3008837388,1421
3008837390,186
3008837391,469
3008837392,1121
3008837393,1491
3008837394,213
3008837395,981
3008837398,1182
3008837399,223
3008837402,1401
3008837403,889
3008837404,386
3008838343,1486
3008838345,384
3008838346,738
3008838347,1491
3008838351,88
3008838353,487
3008838354,1543
3008838356,1186
3008838359,1595
3008838360,1562
3008838362,522
3008838363,1438
3008838364,1015
3008838365,65
3008838366,747
3008838369,75
3008838370,1493
3008838372,1437
3008838373,1427
3008838374,486
3008838376,383
3008838383,474
3008838385,170
3008838386,374
3008838387,1594
3008838388,1491
3008838389,1491
3008838391,75
3008838392,1490
3008838393,1000
3008838394,1595
3008838395,1205
3008838396,471
3008838398,88
3008838399,489
3008838401,89
3008838402,469
3008838404,672
3008838406,1437
3008838407,1594
3008838408,1073
3008838409,1273
3008838410,740
3008838411,214
3008838412,469
3008839346,741
3008839348,1491
3008839352,1595
3008839353,469
3008839354,469
3008839355,100
3008839357,170
3008839358,1437
3008839359,366
3008839360,88
3008839362,366
3008839366,695
3008839367,181
3008839368,394
3008839370,1401
3008839371,685
3008839373,394
3008839374,181
3008839377,1182
3008839379,1486
3008839382,591
3008839383,1213
3008839384,1491
3008839389,90
3008839390,214
3008839392,836
3008839393,1175
3008839394,1427
3008839396,1594
3008839397,1113
3008839398,1132
3008839400,384
3008839401,469
3008839402,195
3008839404,88
3008839405,1401
3008839406,1014
3008839407,1584
3008839409,180
3008839410,1107
3008839411,469
3008839412,1491
3008839413,374
3008839414,1491
3008839415,151
3008840341,492
3008840342,687
3008840343,1000
3008840344,223
3008840347,489
3008840348,702
3008840349,401
3008840350,1491
3008840351,487
3008840352,553
3008840353,1175
3008840359,1395
3008840360,741
3008840362,196
3008840363,1182
3008840364,465
3008840365,1478
3008840366,982
3008840369,469
3008840370,1058
3008840371,356
3008840373,957
3008840375,384
3008840381,710
3008840382,1553
3008840383,249
3008840384,515
3008840385,1213
3008840386,1184
3008840389,100
3008840392,1014
3008840393,743
3008840394,1305
3008840398,88
3008840399,1182
3008840400,124
3008840402,1437
3008840403,214
3008840404,514
3008840405,744
3008841344,384
3008841345,1058
3008841347,1014
3008841348,70
3008841350,1184
3008841351,496
3008841352,1022
3008841353,1128
3008841354,1595
3008841356,506
3008841358,1418
3008841359,1178
3008841360,1073
3008841363,1014
3008841364,71
3008841366,267
3008841369,487
3008841370,1000
3008841372,88
3008841373,387
3008841379,124
3008841380,88
3008841381,1543
3008841382,1491
3008841383,1483
3008841384,830
3008841386,937
3008841387,124
3008841389,386
3008841391,1418
3008841392,685
3008841393,1400
3008841395,1121
3008841396,962
3008841398,170
3008841399,1437
3008841400,1584
3008841401,1395
3008841403,1176
3014631322,1215
3014631324,234
3014631325,1175
3014631332,1034
3014631333,1184
3014631335,1274
3014631336,1213
3014631337,1031
3014631339,1061
3014631341,1175
3014631344,99
3014631345,973
3014631347,1491
3014631350,351
3014631352,1059
3014631353,150
3014631355,1142
3014631356,1305
3014631357,1489
3014631358,1116
3014631359,1486
3014631360,934
3014631361,351
3014631363,1491
3014631364,1128
3014631365,88
3014631366,1500
3014631367,201
3014631368,136
3014631369,517
3014631370,1165
3014631372,934
3014631373,242
3014631374,469
3014631376,469
3014631377,999
3014631378,33
3014631379,741
3014631380,1437
3014631381,469
3014631382,1121
3014631383,1438
3014632322,1135
3014632325,383
3014632326,268
3014632332,708
3014632334,384
3014632336,201
3014632337,1396
3014632338,1301
3014632339,88
3014632340,1217
3014632341,170
3014632343,1032
3014632346,1178
3014632347,937
3014632348,140
3014632349,1128
3014632350,1543
3014632351,1491
3014632353,1395
3014632354,487
3014632356,1059
3014632357,469
3014632359,987
3014632361,469
3014632368,973
3014632369,200
3014632370,1543
3014632371,213
3014632372,156
3014632373,124
3014632374,214
3014632377,1182
3014632378,1175
3014632379,469
3014632380,383
3014632381,739
3014632382,1059
3014632383,743
3014632384,1301
3014633323,943
3014633324,1135
3014633326,806
3014633327,1113
3014633330,702
3014633336,856
3014633337,1310
3014633338,744
3014633339,180
3014633340,1136
3014633341,240
3014633343,1182
3014633344,1184
3014633346,1482
3014633347,218
3014633348,203
3014633349,404
3014633350,1437
3014633351,88
3014633353,1603
3014633354,1102
3014633356,492
3014633358,1491
3014633359,1483
3014633360,560
3014633361,129
3014633362,1437
3014633363,387
3014633366,490
3014633367,1438
3014633368,1014
3014633369,88
3014633370,354
3014633373,180
3014633374,1543
3014633375,469
3014633376,889
3014633377,1217
3014633378,887
3014633379,898
3014633380,223
3014633382,387
3014633384,471
3014633385,1182
3014633386,744
3014633387,1437
3014633388,937
3014633389,1128
3014634323,710
3014634326,1502
3014634327,374
3014634334,567
3014634335,1034
3014634336,471
3014634337,1595
3014634338,399
3014634339,713
3014634340,1088
3014634341,539
3014634344,252
3014634345,200
3014634346,1391
3014634347,1584
3014634349,687
3014634350,1182
3014634352,682
3014634353,469
3014634355,1184
3014634356,1491
3014634357,124
3014634358,934
3014634359,1470
3014634360,1500
3014634361,487
3014634364,1182
3014634365,1594
3014634366,202
3014634367,1213
3014634368,401
3014634369,1175
3014634370,1491
3014634371,1543
3014634372,1493
3014634373,1439
3014634374,1132
3014634375,88
3014634376,242
3014634377,1481
3014634379,1595
3014634381,811
3014634382,99
3014634383,1482
3014634384,739
3014635319,754
3014635321,1300
3014635323,1405
3014635324,1014
3014635326,1491
3014635332,345
3014635333,394
3014635334,1310
3014635335,201
3014635336,180
3014635338,1213
3014635339,384
3014635340,75
3014635343,1440
3014635344,1239
3014635346,1237
3014635347,1602
3014635348,357
3014635349,703
3014635350,124
3014635351,473
3014635352,170
3014635353,1491
3014635354,1421
3014635355,957
3014635356,100
3014635357,1438
3014635358,391
3014635359,1061
3014635361,166
3014635362,1089
3014635364,1165
3014635365,88
3014635366,88
3014635367,580
3014635368,74
3014635369,1001
3014635370,934
3014635371,119
3014635373,469
3014635374,387
3014635375,170
3014635376,1000
3014635377,694
3014635378,1595
3014635379,987
3014635380,743
3014635382,1411
3014635383,812
3014636317,461
3014636318,1483
3014636320,973
3014636321,1595
3014636322,481
3014636323,1182
3014636324,354
3014636326,88
3014636329,386
3014636330,1357
3014636331,1128
3014636332,1059
3014636333,1418
3014636334,1220
3014636335,1182
3014636336,1598
3014636337,1482
3014636338,487
3014636339,1128
3014636340,388
3014636341,1118
3014636342,1400
3014636343,184
3014636344,937
3014636345,467
3014636348,1584
3014636349,1603
3014636350,119
3014636351,1440
3014636352,88
3014636353,1484
3014636354,975
3014636356,836
3014636357,1129
3014636358,1595
3014636359,1020
3014636361,517
3014636362,1286
3014636364,471
3014636365,710
3014636366,384
3014636367,1598
3014636368,1296
3014636369,1059
3014636370,170
3014636371,88
3014636372,976
3014636373,1491
3014636374,1182
3014636376,1093
3014636377,386
3014636379,386
3014636380,1014
3014636381,1395
3014636382,1112
3014636383,487
3014636384,937
3014636385,937
3014636386,124
3014636387,389
3014637331,664
3014637333,579
3014637334,94
3014637335,407
3014637337,463
3014637338,1543
3014637340,1491
3014637342,1177
3014637346,937
3014637347,514
3014637348,694
3014637349,88
3014637350,553
3014637351,1491
3014637352,1022
3014637353,357
3014637355,1418
3014637356,189
3014637357,937
3014637359,75
3014637361,1437
3014637362,492
3014637363,1440
3014637364,1484
3014637365,1594
3014637366,74
3014637367,1061
3014637368,1121
3014637369,1182
3014637372,1575
3014637373,741
3014637375,349
3014637376,1182
3014637377,544
3014637380,468
3014637381,196
3014637382,1418
3014637383,906
3014637384,1121
3014637386,468
3014637387,1438
3014637389,1099
3014637392,981
3014637394,196
3014637395,937
3014637396,1543
3014637397,1136
3014637398,1273
3014637399,396
3014638327,1286
3014638329,72
3014638331,1437
3014638339,1442
3014638340,1392
3014638341,470
3014638342,194
3014638343,672
3014638344,354
3014638345,657
3014638346,1022
3014638348,492
3014638350,166
3014638351,496
3014638353,937
3014638354,925
3014638355,1543
3014638356,836
3014638357,694
3014638358,1128
3014638359,124
3014638360,522
3014638361,1437
3014638362,88
3014638363,1491
3014638364,836
3014638366,580
3014638367,889
3014638368,1411
3014638370,836
3014638372,99
3014638374,387
3014638375,1083
3014638376,1121
3014638378,1182
3014638380,603
3014638381,469
3014638382,591
3014638385,1135
3014638386,489
3014638387,1417
3014638388,56
3014639326,1076
3014639330,468
3014639332,1175
3014639335,1543
3014639340,1061
3014639341,515
3014639342,1112
3014639343,1014
3014639344,58
3014639345,1491
3014639346,136
3014639347,1486
3014639348,156
3014639349,187
3014639350,937
3014639353,1420
3014639355,486
3014639356,1182
3014639357,1486
3014639358,1182
3014639359,1184
3014639360,1182
3014639361,1217
3014639362,1491
3014639363,739
3014639364,1437
3014639366,1486
3014639368,1491
3014639369,170
3014639370,1182
3014639371,374
3014639372,687
3014639373,916
3014639374,124
3014639375,1128
3014639376,487
3014639377,357
3014639378,1438
3014639381,1491
3014639382,1177
3014639383,981
3014639384,1184
3014639385,1484
3014639386,130
3014639387,170
3014639388,694
3014640318,1411
3014640320,999
3014640323,359
3014640324,1175
3014640332,937
3014640333,1483
3014640334,1438
3014640335,180
3014640336,1595
3014640337,1239
3014640338,748
3014640339,1182
3014640343,140
3014640344,125
3014640345,198
3014640347,925
3014640349,249
3014640351,929
3014640352,899
3014640353,202
3014640354,391
3014640355,1543
3014640356,1543
3014640357,934
3014640358,1020
3014640360,514
3014640361,1305
3014640362,1575
3014640363,672
3014640366,88
3014640367,1121
3014640368,1217
3014640372,1484
3014640373,471
3014640374,1427
3014640375,1022
3014640377,489
3014640378,467
3014640379,1543
3014640380,1099
3014640383,468
3014640384,1088
3014640385,1491
3014640386,184
3014640387,1437
3014640388,830
3014641323,914
3014641326,125
3014641327,1500
3014641332,469
3014641334,70
3014641335,196
3014641336,636
3014641337,811
3014641338,473
3014641340,1301
3014641341,1395
3014641342,1491
3014641343,492
3014641344,741
3014641345,1491
3014641346,1135
3014641348,1182
3014641349,1122
3014641350,351
3014641351,170
3014641352,1439
3014641353,1383
3014641355,840
3014641356,125
3014641357,899
3014641360,1491
3014641361,1059
3014641362,1486
3014641363,794
3014641365,88
3014641366,465
3014641367,1000
3014641368,1409
3014641370,937
3014641371,99
3014641373,1239
3014641374,856
3014641375,88
3014641376,1491
3014641378,1438
3014641379,466
3014641380,1088
3014641381,987
3014641382,351
3014641383,472
3014641384,1128
3014641385,877
3014641386,937
3014641387,694
3014641388,136
3014642335,1132
3014642336,141
3014642342,1245
3014642343,696
3014642344,1177
3014642345,1105
3014642346,1165
3014642347,124
3014642348,934
3014642349,1550
3014642350,74
3014642351,214
3014642352,100
3014642354,489
3014642359,1131
3014642360,468
3014642361,199
3014642364,709
3014642365,1526
3014642366,237
3014642367,1182
3014642368,1039
3014642369,934
3014642370,1497
3014642372,188
3014642373,88
3014642374,242
3014642375,99
3014642376,1093
3014642377,1182
3014642378,973
3014642379,1440
3014642380,957
3014642381,1020
3014642382,1059
3014642385,1128
3014642386,1273
3014642389,876
3014642390,857
3014642391,1088
3014642392,1059
3014642393,591
3014642394,75
3014642395,492
3014642396,1165
3014642397,693
3014643325,1438
3014643328,1045
3014643329,136
3014643333,1266
3014643335,487
3014643340,225
3014643341,1210
3014643342,88
3014643343,1098
3014643344,467
3014643345,387
3014643347,1595
3014643348,1182
3014643349,1395
3014643350,914
3014643352,937
3014643353,1594
3014643354,214
3014643355,74
3014643356,1501
3014643357,1093
3014643358,1119
3014643359,1182
3014643360,1184
3014643361,1217
3014643362,356
3014643363,1491
3014643365,1093
3014643367,1059
3014643368,1467
3014643369,492
3014643373,242
3014643374,1175
3014643375,1054
3014643377,1440
3014643378,973
3014643380,74
3014643381,703
3014643382,522
3014643383,472
3014643384,1491
3014643386,180
3014643387,355
3014643388,1093
3014643389,469
3014643390,1493
3014643391,1014
3014643392,1296
3014643393,170
3014644321,252
3014644322,890
3014644323,1584
3014644329,89
3014644331,1548
3014644332,695
3014644333,1584
3014644335,885
3014644336,88
3014644337,492
3014644338,836
3014644339,1104
3014644340,937
3014644341,386
3014644342,687
3014644343,1088
3014644344,170
3014644346,1427
3014644347,1482
3014644348,1486
3014644349,1437
3014644350,88
3014644352,702
3014644354,124
3014644355,492
3014644357,694
3014644358,473
3014644359,1428
3014644360,1486
3014644361,94
3014644362,1059
3014644363,1061
3014644364,387
3014644365,1427
3014644366,1005
3014644367,1184
3014644368,937
3014644370,1491
3014644372,1274
3014644373,858
3014644374,401
3014644375,223
3014644376,1437
3014644377,1357
3014644378,465
3014644380,1584
3014644381,628
3014644383,1575
3014645327,1031
3014645335,814
3014645336,1584
3014645342,375
3014645343,696
3014645344,741
3014645345,1054
3014645346,830
3014645347,1420
3014645349,1001
3014645350,973
3014645351,1491
3014645353,889
3014645354,1543
3014645355,71
3014645357,1166
3014645358,487
3014645360,1491
3014645361,671
3014645362,682
3014645363,99
3014645364,1438
3014645366,94
3014645368,400
3014645369,88
3014645371,374
3014645372,198
3014645373,218
3014645374,124
3014645376,1000
3014645379,1182
3014645380,1182
3014645381,1439
3014645382,1073
3014645383,1242
3014645384,468
3014645386,384
3014645387,1420
3014645388,1491
3014645389,889
3014645390,1439
3014645391,489
3014645392,88
3014645393,830
3014645394,93
3014645395,99
3014645396,1182
3014645397,468
3014645398,1071
3014646319,76
3014646320,124
3014646322,204
3014646323,1058
3014646324,1033
3014646325,1543
3014646327,403
3014646329,751
3014646336,1237
3014646337,529
3014646338,196
3014646339,1088
3014646341,1213
3014646343,99
3014646346,384
3014646347,1438
3014646348,469
3014646349,181
3014646350,1032
3014646351,1182
3014646352,1427
3014646353,1395
3014646355,1437
3014646356,487
3014646358,1427
3014646359,341
3014646360,1182
3014646361,242
3014646362,473
3014646363,1491
3014646365,1184
3014646366,1266
3014646367,1491
3014646368,88
3014646369,890
3014646370,468
3014646371,1184
3014646373,1116
3014646374,836
3014646375,695
3014646376,387
3014646378,830
3014646381,1439
3014646383,591
3014646384,1182
3014646385,513
3014646386,1491
3014646387,1391
3014646388,1239
3014646389,467
3014647320,3
3014647322,360
3014647326,225
3014647328,131
3014647329,215
3014647330,469
3014647331,1486
3014647332,1595
3014647333,1283
3014647334,1482
3014647336,1401
3014647337,467
3014647338,1434
3014647339,1177
3014647340,1482
3014647343,374
3014647345,1020
3014647346,1113
3014647347,1543
3014647348,1182
3014647349,400
3014647352,75
3014647353,672
3014647355,137
3014647356,1486
3014647357,351
3014647359,856
3014647360,99
3014647362,100
3014647363,1437
3014647365,88
3014647366,1491
3014647367,1160
3014647369,1107
3014647370,538
3014647371,836
3014647372,467
3014647373,94
3014647374,687
3014647375,1214
3014647376,1437
3014647377,884
3014647378,1310
3014647379,1491
3014647380,937
3014647381,1058
3014648317,914
3014648322,512
3014648329,412
3014648330,1486
3014648331,182
3014648333,1549
3014648334,384
3014648335,354
3014648336,1121
3014648337,703
3014648339,663
3014648341,383
3014648343,1184
3014648344,1491
3014648345,1437
3014648346,214
3014648347,1184
3014648349,1493
3014648350,404
3014648351,160
3014648352,389
3014648353,1266
3014648354,1093
3014648355,189
3014648356,1093
3014648357,1093
3014648358,975
3014648360,1486
3014648361,99
3014648362,387
3014648363,1184
3014648364,1486
3014648365,937
3014648368,1128
3014648370,1059
3014648371,88
3014648373,1136
3014648375,553
3014648376,1603
3014648377,1404
3014648378,89
3014648379,237
3014648380,1491
3014648381,1274
3014648382,354
3014649331,571
3014649332,916
3014649339,937
3014649340,1491
3014649341,1437
3014649342,1071
3014649343,170
3014649344,223
3014649348,628
3014649349,1186
3014649350,1395
3014649353,473
3014649354,389
3014649355,492
3014649356,1482
3014649357,374
3014649358,812
3014649359,899
3014649360,1014
3014649361,341
3014649362,124
3014649363,830
3014649364,973
3014649367,88
3014649368,189
3014649370,99
3014649371,170
3014649372,1603
3014649374,1491
3014649375,498
3014649376,1491
3014649377,471
3014649378,1059
3014649379,1272
3014649380,468
3014649382,1272
3014649384,391
3014649385,374
3014649386,1182
3014649388,1602
3014649389,389
3014649390,1158
3014649391,812
3014649392,687
3014650317,1300
3014650318,97
3014650319,171
3014650321,124
3014650322,878
3014650324,751
3014650325,982
3014650326,472
3014650332,1000
3014650333,144
3014650334,492
3014650335,1073
3014650336,989
3014650341,1128
3014650342,162
3014650343,553
3014650344,937
3014650345,74
3014650350,487
3014650351,1491
3014650352,473
3014650354,468
3014650355,1442
3014650357,486
3014650358,1186
3014650359,374
3014650360,399
3014650363,1491
3014650364,1440
3014650365,1213
3014650366,242
3014650367,88
3014650369,124
3014650370,1486
3014650371,1491
3014650372,1491
3014650373,973
3014650376,981
3014650377,489
3014650378,75
3014650379,747
3014650380,1113
3014650381,374
3018965324,831
3018965325,156
3018965326,383
3018965327,72
3018965328,215
3018965330,312
3018965331,1119
3018965332,1418
3018965333,682
3018965334,467
3018965335,374
3018965336,170
3018965339,1438
3018965341,502
3018965342,1420
3018965343,1228
3018965344,1000
3018965345,88
3018965348,1043
3018965349,75
3018965350,214
3018965351,553
3018965352,1486
3018965353,1436
3018965355,1058
3018965356,88
3018965357,741
3018965358,1214
3018965363,657
3018965364,200
3018965365,51
3018965366,1401
3018965367,472
3018965368,951
3018965369,608
3018965370,469
3018965372,1088
3018965373,1482
3018965374,136
3018965375,1491
3018965376,489
3018965377,94
3018965378,88
3018965380,487
3018965382,933
3018965383,1595
3018965385,185
3018965386,538
3018966322,749
3018966325,194
3018966326,614
3018966328,1595
3018966329,854
3018966331,196
3018966332,1022
3018966333,988
3018966334,406
3018966335,1213
3018966336,88
3018966337,487
3018966338,1088
3018966340,88
3018966341,937
3018966342,1162
3018966343,492
3018966345,94
3018966346,1182
3018966348,1221
3018966349,1483
3018966350,497
3018966351,1428
3018966354,151
3018966355,214
3018966356,94
3018966358,383
3018966359,1175
3018966361,1494
3018966362,389
3018966363,933
3018966365,1574
3018966367,608
3018966368,1160
3018966369,469
3018966370,702
3018966371,1293
3018966372,1491
3018966373,492
3018966374,671
3018966375,1088
3018966376,1000
3018967329,1266
3018967330,193
3018967331,1014
3018967334,223
3018967335,639
3018967336,1575
3018967337,492
3018967338,1121
3018967340,973
3018967341,1486
3018967342,1214
3018967343,1239
3018967344,1058
3018967345,1491
3018967346,1543
3018967347,1483
3018967349,1438
